origen	decision	destino	descripcion	fuente_declarada
image61.png	descartar		Collage fotográfico de los fundadores de la Conferencia de Dartmouth, retratos disponibles en Commons
image62.png	conservar	legacy-tamano-redes-neuronales.png	Gráfica del crecimiento del tamaño de redes neuronales vs. cerebros biológicos (Fig. 1.11, libro Deep Learning)	deck original
image63.png	conservar	legacy-instituciones-ia.png	Infografía de instituciones y empresas del ecosistema de IA	deck original
image64.png	descartar		Logo de OpenAI, disponible en Commons
image66.png	conservar	legacy-rendimiento-gpu-nvidia.png	Gráfica de barras de evolución del rendimiento de GPUs NVIDIA	deck original
image67.png	conservar	legacy-flops-consolas.png	Tabla de FLOPS de consolas de videojuegos por año de lanzamiento	deck original
image68.png	descartar		Fotografía del auto autónomo de Google, disponible en Commons
image69.png	conservar	legacy-alphago-lee-sedol.png	Captura de la partida de Go AlphaGo vs. Lee Sedol	deck original
image70.png	conservar	legacy-costo-entrenamiento-gpt3.png	Infografía del costo de entrenamiento de GPT-3	deck original
image71.png	descartar		Fotografía promocional de un TPU v4 de Google, poco contenido informativo
image72.png	conservar	legacy-costo-entrenamiento-gpt4.png	Captura de texto sobre el costo y parámetros de GPT-4 según Sam Altman	deck original
image74.png	conservar	legacy-automata-celular-1d.png	Diagrama explicativo de un autómata celular unidimensional	deck original
image75.png	descartar		Retrato fotográfico histórico relacionado con teoría de juegos, disponible en Commons
image76.png	descartar		Matriz de pagos simplificada (juego nuclear EEUU-URSS), baja resolución, rehacer como diagrama nativo
image77.png	descartar		Retrato fotográfico de un teórico de juegos, disponible en Commons
image78.png	descartar		Diagrama de reglas del Juego de la Vida de Conway, ampliamente disponible en Commons
image79.png	conservar	legacy-ingresos-deepmind.png	Infografía de ingresos y pérdidas de DeepMind según su declaración financiera	deck original
image8.png	descartar		Ilustración abstracta de humo azul, decoración
image80.png	descartar		Portada del libro "AI Superpowers" de Kai-Fu Lee, decorativa/promocional
image81.png	descartar		Portada del libro "Life 3.0" de Max Tegmark, decorativa/promocional
image82.png	descartar		Pantalla de título del documental "AlphaGo" de Netflix, decorativa/promocional
image83.png	conservar	legacy-prediccion-empleos-automatizacion.png	Tabla comparativa de predicciones de empleos creados/destruidos por automatización (Gartner, Forrester, WEF, McKinsey)	deck original
image84.png	descartar		Ilustración tipo mural sobre industrialización, probable equivalente en Commons
image85.png	descartar		Portada del libro "Theory of Games and Economic Behavior" con retratos, disponibles en Commons
image86.png	conservar	legacy-taxonomia-teoria-juegos.png	Diagrama de taxonomía de teoría de juegos (cooperativo, de suma cero, dinámico, etc.)	deck original
image87.png	descartar		Retrato fotográfico de Sam Altman, disponible en Commons
image88.png	descartar		Fotografía compuesta de directores tecnológicos (Musk, Bezos, Gates, Page, Zuckerberg), disponibles en Commons
image89.png	descartar		Tarjeta con cita de Frank Herbert, decorativa
image90.png	descartar		Portada del libro "The Fourth Industrial Revolution" de Klaus Schwab, decorativa/promocional
image91.png	conservar	legacy-despido-gebru.png	Captura de titular de noticia sobre el despido de Timnit Gebru de Google	deck original
image92.png	conservar	legacy-riesgo-automatizacion-entorno.png	Matriz de riesgo de automatización de empleos por interacción social y estructura del entorno	deck original
image93.png	descartar		Logo de Tesla, disponible en Commons
image94.jpg	descartar		Tarjeta de título "EMERGENCE", plantilla decorativa
image95.jpg	descartar		Tarjeta de título "CONSCIOUSNESS", plantilla decorativa
image96.png	conservar	legacy-riesgo-automatizacion-habilidad.png	Matriz de riesgo de automatización de empleos por tipo de habilidad (optimización vs. creatividad)	deck original
image97.png	descartar		Retrato fotográfico de Timnit Gebru, disponible en Commons
image98.png	descartar		Tarjeta con cita de Frank Herbert sobre el poder, con foto histórica de multitud decorativa
image99.jpg	descartar		Miniatura de episodio de podcast (Lex Fridman con Kai-Fu Lee), decorativa/promocional
